id,player_fifa_api_id,player_api_id,date,overall_rating,potential,preferred_foot,attacking_work_rate,defensive_work_rate,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,player_positions,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,player_name,height,weight
1434,224438,557396,2016-04-21,62.0,75.0,right,high,medium,50.0,64.0,63.0,55.0,59.0,62.0,52.0,44.0,51.0,59.0,67.0,71.0,60.0,52.0,48.0,57.0,70.0,64.0,72.0,46.0,51.0,24.0,65.0,58.0,65.0,21.0,23.0,21.0,7.0,13.0,10.0,6.0,14.0,"ST, RM",61,61,61,59,59,59,59,59,58,58,58,59,54,54,54,59,47,45,45,45,47,46,44,44,44,46,Adam Buksa,190.5,172
1443,206567,365666,2016-01-14,59.0,69.0,right,high,medium,39.0,63.0,57.0,58.0,56.0,62.0,40.0,37.0,42.0,60.0,81.0,90.0,76.0,61.0,81.0,56.0,81.0,53.0,51.0,54.0,31.0,16.0,60.0,46.0,66.0,20.0,19.0,14.0,15.0,12.0,15.0,8.0,8.0,"ST, CF",62,62,62,61,61,61,61,61,59,59,59,59,51,51,51,59,43,38,38,38,43,41,35,35,35,41,Adam Campbell,170.18,161
1465,53363,180197,2016-06-09,66.0,66.0,right,medium,medium,21.0,18.0,23.0,26.0,22.0,14.0,15.0,23.0,37.0,19.0,33.0,31.0,43.0,65.0,48.0,23.0,55.0,27.0,66.0,19.0,33.0,18.0,13.0,47.0,22.0,13.0,21.0,21.0,69.0,62.0,59.0,64.0,69.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam Collin,190.5,172
1503,180440,68962,2015-09-21,66.0,66.0,right,medium,medium,54.0,50.0,62.0,59.0,31.0,54.0,31.0,28.0,59.0,58.0,65.0,63.0,70.0,65.0,61.0,56.0,85.0,59.0,74.0,33.0,62.0,77.0,57.0,44.0,44.0,60.0,64.0,64.0,9.0,10.0,6.0,15.0,16.0,CB,57,57,57,56,56,56,56,56,55,55,55,57,57,57,57,57,62,63,63,63,62,63,66,66,66,63,Adam Danch,182.88,179
1521,212988,429870,2016-04-21,62.0,69.0,right,medium,high,49.0,39.0,51.0,67.0,43.0,64.0,35.0,40.0,64.0,66.0,69.0,66.0,54.0,63.0,54.0,59.0,62.0,74.0,78.0,40.0,65.0,54.0,53.0,57.0,45.0,52.0,61.0,57.0,11.0,11.0,14.0,14.0,6.0,CM,56,56,56,58,58,58,58,58,59,59,59,61,61,61,61,61,59,61,61,61,59,58,58,58,58,58,Adam Deja,185.42,181
1579,211362,361712,2016-05-05,60.0,68.0,right,medium,medium,37.0,32.0,67.0,60.0,38.0,44.0,53.0,39.0,58.0,61.0,69.0,68.0,61.0,54.0,64.0,61.0,71.0,76.0,73.0,56.0,57.0,50.0,55.0,52.0,61.0,62.0,64.0,60.0,8.0,6.0,15.0,14.0,13.0,"CDM, CB, CAM",54,54,54,51,53,53,53,51,53,53,53,53,56,56,56,53,57,59,59,59,57,58,61,61,61,58,Adam Dzwigala,185.42,176
1596,164853,38617,2015-11-19,73.0,73.0,right,medium,medium,19.0,18.0,18.0,28.0,32.0,19.0,27.0,21.0,25.0,27.0,47.0,49.0,50.0,72.0,42.0,17.0,73.0,41.0,72.0,14.0,44.0,22.0,16.0,63.0,41.0,20.0,11.0,18.0,75.0,69.0,82.0,70.0,75.0,GK,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adam Federici,187.96,198
1616,209453,173993,2016-04-28,68.0,68.0,right,high,medium,72.0,55.0,68.0,64.0,57.0,63.0,64.0,63.0,66.0,59.0,77.0,83.0,75.0,64.0,71.0,65.0,80.0,90.0,75.0,62.0,83.0,59.0,68.0,74.0,70.0,62.0,67.0,66.0,15.0,8.0,6.0,10.0,11.0,"RB, RM, LB, ST",65,65,65,66,65,65,65,66,65,65,65,68,66,66,66,68,68,66,66,66,68,68,66,66,66,68,Adam Fraczczak,182.88,168
1646,209439,277313,2016-04-14,69.0,73.0,right,high,medium,71.0,68.0,58.0,66.0,65.0,70.0,59.0,65.0,59.0,64.0,81.0,78.0,68.0,58.0,80.0,68.0,66.0,67.0,46.0,59.0,54.0,34.0,68.0,77.0,67.0,14.0,17.0,22.0,8.0,8.0,12.0,8.0,10.0,"ST, CF, RW",68,68,68,66,68,68,68,66,67,67,67,65,59,59,59,65,49,50,50,50,49,45,40,40,40,45,Adam Gyurcso,180.34,132
1659,169568,40568,2015-11-19,65.0,65.0,right,medium,medium,67.0,63.0,37.0,61.0,64.0,70.0,63.0,66.0,60.0,67.0,77.0,73.0,68.0,60.0,69.0,68.0,47.0,63.0,57.0,67.0,49.0,43.0,59.0,56.0,53.0,45.0,48.0,46.0,6.0,7.0,8.0,6.0,8.0,"RM, RWB",63,63,63,70,66,66,66,70,66,66,66,68,62,62,62,68,59,56,56,56,59,53,48,48,48,53,Adam Hammill,177.8,163
1686,205485,281079,2016-06-16,66.0,76.0,right,medium,medium,61.0,35.0,62.0,61.0,34.0,65.0,43.0,39.0,57.0,63.0,79.0,76.0,65.0,66.0,81.0,37.0,62.0,72.0,52.0,29.0,58.0,65.0,51.0,48.0,47.0,63.0,69.0,62.0,12.0,11.0,6.0,15.0,8.0,"RB, LB",54,54,54,59,57,57,57,59,58,58,58,61,59,59,59,61,66,63,63,63,66,66,64,64,64,66,Adam Henley,177.8,170
1701,181205,89240,2016-02-04,69.0,69.0,left,medium,medium,71.0,54.0,66.0,69.0,58.0,68.0,73.0,76.0,66.0,68.0,69.0,75.0,65.0,73.0,63.0,73.0,66.0,77.0,72.0,60.0,68.0,61.0,70.0,64.0,61.0,67.0,70.0,69.0,9.0,13.0,13.0,8.0,10.0,"LB, LM, CB",67,67,67,68,67,67,67,68,67,67,67,69,68,68,68,69,70,69,69,69,70,70,68,68,68,70,Adam Hlousek,187.96,168
1729,165740,24159,2015-10-30,78.0,78.0,left,medium,medium,79.0,75.0,44.0,79.0,67.0,85.0,77.0,77.0,73.0,82.0,78.0,69.0,84.0,72.0,78.0,74.0,53.0,71.0,64.0,78.0,62.0,48.0,77.0,74.0,68.0,39.0,33.0,34.0,9.0,6.0,14.0,14.0,10.0,"RM, LM",73,73,73,78,77,77,77,78,78,78,78,78,73,73,73,78,62,60,60,60,62,58,50,50,50,58,Adam Johnson,175.26,139
1754,212388,414208,2016-03-10,57.0,69.0,right,medium,medium,43.0,44.0,48.0,67.0,37.0,56.0,42.0,41.0,62.0,61.0,66.0,67.0,70.0,57.0,75.0,66.0,67.0,54.0,58.0,47.0,64.0,40.0,54.0,54.0,47.0,39.0,50.0,49.0,7.0,7.0,12.0,13.0,16.0,CM,51,51,51,54,54,54,54,54,56,56,56,55,56,56,56,55,51,53,53,53,51,51,50,50,50,51,Adam King,180.34,165
1770,174665,43317,2016-03-10,67.0,67.0,right,low,medium,35.0,31.0,64.0,47.0,42.0,47.0,37.0,24.0,40.0,49.0,55.0,71.0,68.0,64.0,59.0,67.0,53.0,80.0,80.0,28.0,81.0,73.0,30.0,46.0,44.0,60.0,76.0,60.0,12.0,10.0,11.0,11.0,11.0,"CB, CDM, RB",48,48,48,46,47,47,47,46,46,46,46,49,50,50,50,49,58,60,60,60,58,62,64,64,64,62,Adam Kokoszka,187.96,181
1793,180819,37234,2016-05-12,80.0,80.0,right,high,medium,74.0,73.0,67.0,83.0,72.0,85.0,77.0,66.0,74.0,82.0,76.0,70.0,83.0,75.0,76.0,68.0,73.0,83.0,67.0,72.0,46.0,61.0,76.0,83.0,70.0,30.0,52.0,38.0,6.0,15.0,14.0,8.0,11.0,"CAM, RW, LM",74,74,74,78,78,78,78,78,80,80,80,79,77,77,77,79,66,65,65,65,66,63,56,56,56,63,Adam Lallana,172.72,161
1832,163828,24952,2016-06-09,70.0,70.0,right,high,low,56.0,75.0,66.0,65.0,70.0,62.0,66.0,53.0,53.0,69.0,76.0,74.0,70.0,73.0,77.0,66.0,75.0,70.0,60.0,62.0,47.0,34.0,74.0,66.0,79.0,19.0,21.0,14.0,8.0,7.0,6.0,6.0,16.0,ST,72,72,72,70,72,72,72,70,69,69,69,69,63,63,63,69,51,48,48,48,51,48,42,42,42,48,Adam Le Fondre,175.26,161
1866,200223,209372,2016-03-17,74.0,80.0,right,medium,low,79.0,66.0,46.0,77.0,77.0,74.0,76.0,75.0,73.0,82.0,68.0,74.0,80.0,74.0,80.0,74.0,53.0,69.0,44.0,70.0,59.0,58.0,69.0,73.0,59.0,45.0,56.0,52.0,15.0,7.0,7.0,11.0,8.0,"CAM, CM",69,69,69,76,74,74,74,76,76,76,76,76,75,75,75,76,68,66,66,66,68,65,56,56,56,65,Adam Maher,175.26,143
1901,224031,478447,2016-05-05,69.0,73.0,right,high,high,65.0,65.0,57.0,64.0,64.0,73.0,58.0,48.0,63.0,72.0,74.0,82.0,63.0,64.0,67.0,71.0,70.0,75.0,74.0,71.0,67.0,57.0,69.0,66.0,58.0,46.0,52.0,49.0,8.0,9.0,7.0,10.0,10.0,RM,68,68,68,69,69,69,69,69,68,68,68,69,65,65,65,69,59,57,57,57,59,57,53,53,53,57,Adam Marusic,177.8,179
1912,225410,500502,2016-04-21,73.0,78.0,left,medium,medium,76.0,26.0,66.0,68.0,27.0,66.0,59.0,35.0,66.0,69.0,75.0,77.0,65.0,72.0,42.0,37.0,58.0,84.0,76.0,31.0,72.0,72.0,50.0,50.0,31.0,68.0,72.0,73.0,14.0,14.0,13.0,7.0,6.0,LB,51,51,51,56,52,52,52,56,52,52,52,58,55,55,55,58,68,64,64,64,68,68,66,66,66,68,Adam Masina,187.96,172
1926,193768,170593,2016-06-09,73.0,77.0,right,high,medium,73.0,43.0,58.0,71.0,43.0,70.0,73.0,52.0,67.0,71.0,79.0,78.0,76.0,73.0,73.0,69.0,71.0,75.0,70.0,62.0,66.0,73.0,63.0,69.0,50.0,73.0,75.0,74.0,6.0,15.0,12.0,6.0,14.0,RB,63,63,63,68,67,67,67,68,68,68,68,70,70,70,70,70,74,72,72,72,74,74,72,72,72,74,Adam Matthews,177.8,157
1946,192471,185336,2015-12-10,71.0,72.0,right,medium,medium,58.0,57.0,66.0,74.0,63.0,68.0,54.0,57.0,71.0,72.0,67.0,66.0,74.0,70.0,75.0,73.0,73.0,75.0,64.0,74.0,59.0,66.0,63.0,71.0,51.0,67.0,68.0,70.0,9.0,8.0,11.0,15.0,14.0,"CDM, CM",67,67,67,69,70,70,70,69,71,71,71,70,73,73,73,70,69,70,70,70,69,69,68,68,68,69,Adam Matuschyk,180.34,165
1967,179710,69249,2016-05-12,66.0,66.0,left,high,medium,72.0,53.0,60.0,62.0,48.0,62.0,56.0,37.0,58.0,61.0,72.0,70.0,58.0,70.0,75.0,59.0,69.0,79.0,57.0,52.0,74.0,54.0,58.0,57.0,59.0,67.0,62.0,65.0,10.0,12.0,12.0,14.0,10.0,"LB, LM",58,58,58,60,58,58,58,60,56,56,56,60,55,55,55,60,63,57,57,57,63,63,60,60,60,63,Adam Mojta,177.8,154
1980,205864,407308,2015-09-21,62.0,68.0,left,high,low,42.0,62.0,55.0,54.0,59.0,62.0,49.0,43.0,39.0,60.0,79.0,78.0,70.0,60.0,70.0,62.0,49.0,54.0,56.0,59.0,61.0,15.0,62.0,56.0,67.0,16.0,18.0,23.0,11.0,10.0,7.0,15.0,8.0,ST,62,62,62,61,62,62,62,61,60,60,60,59,51,51,51,59,43,39,39,39,43,41,36,36,36,41,Adam Morgan,177.8,157
1993,184433,12245,2015-09-21,66.0,66.0,left,medium,medium,44.0,65.0,78.0,53.0,62.0,55.0,50.0,43.0,42.0,59.0,55.0,55.0,34.0,65.0,43.0,78.0,67.0,55.0,86.0,63.0,48.0,34.0,64.0,42.0,56.0,15.0,13.0,12.0,9.0,16.0,8.0,15.0,15.0,ST,68,68,68,56,64,64,64,56,59,59,59,55,52,52,52,55,45,48,48,48,45,45,47,47,47,45,Adam Nemec,190.5,198
2036,211185,306507,2016-03-03,64.0,68.0,right,high,medium,65.0,36.0,56.0,64.0,42.0,62.0,59.0,30.0,59.0,61.0,83.0,80.0,58.0,54.0,74.0,66.0,59.0,64.0,57.0,51.0,58.0,52.0,49.0,44.0,44.0,66.0,64.0,65.0,13.0,12.0,11.0,14.0,13.0,"LB, RB, CDM",56,56,56,60,57,57,57,60,57,57,57,61,57,57,57,61,64,60,60,60,64,64,61,61,61,64,Adam Pazio,182.88,159
2064,176941,31916,2016-03-10,71.0,71.0,right,high,low,47.0,75.0,72.0,65.0,64.0,67.0,45.0,43.0,49.0,71.0,62.0,66.0,65.0,69.0,67.0,75.0,69.0,74.0,80.0,64.0,61.0,18.0,70.0,55.0,80.0,24.0,23.0,21.0,11.0,11.0,11.0,11.0,9.0,ST,71,71,71,65,68,68,68,65,65,65,65,64,59,59,59,64,48,47,47,47,48,45,44,44,44,45,Adam Rooney,177.8,172
2091,224303,555649,2015-10-19,56.0,66.0,right,medium,medium,58.0,58.0,53.0,56.0,37.0,59.0,47.0,30.0,33.0,61.0,73.0,65.0,72.0,51.0,71.0,56.0,59.0,51.0,58.0,54.0,28.0,18.0,45.0,44.0,53.0,25.0,25.0,21.0,7.0,6.0,15.0,8.0,13.0,"RM, LM, ST",56,56,56,58,56,56,56,58,55,55,55,56,48,48,48,56,44,38,38,38,44,42,36,36,36,42,Adam Ryczkowski,177.8,157
2100,192323,158861,2015-11-06,67.0,69.0,right,high,high,63.0,55.0,59.0,71.0,57.0,65.0,66.0,67.0,66.0,68.0,66.0,69.0,68.0,69.0,69.0,66.0,72.0,83.0,69.0,60.0,66.0,65.0,64.0,65.0,60.0,56.0,64.0,53.0,14.0,11.0,6.0,10.0,15.0,CM,64,64,64,65,65,65,65,65,66,66,66,67,67,67,67,67,66,66,66,66,66,65,63,63,63,65,Adam Sarota,182.88,161
2119,190885,160447,2015-11-12,70.0,74.0,right,high,medium,68.0,43.0,56.0,69.0,40.0,68.0,59.0,66.0,60.0,71.0,78.0,74.0,75.0,70.0,69.0,67.0,53.0,72.0,68.0,64.0,62.0,69.0,54.0,58.0,48.0,71.0,70.0,68.0,8.0,9.0,15.0,9.0,6.0,"RB, RM",61,61,61,65,64,64,64,65,65,65,65,66,65,65,65,66,70,68,68,68,70,70,67,67,67,70,Adam Smith,180.34,179
2142,184789,36774,2016-03-10,74.0,74.0,right,medium,medium,49.0,74.0,80.0,71.0,67.0,70.0,58.0,42.0,48.0,73.0,53.0,65.0,62.0,75.0,59.0,80.0,65.0,68.0,86.0,61.0,74.0,41.0,74.0,66.0,76.0,27.0,41.0,13.0,14.0,12.0,6.0,16.0,9.0,ST,75,75,75,69,72,72,72,69,69,69,69,67,65,65,65,67,52,55,55,55,52,50,53,53,53,50,Adam Szalai,193.04,201
2174,202676,243068,2016-01-28,66.0,74.0,right,high,medium,58.0,66.0,50.0,62.0,60.0,67.0,65.0,38.0,56.0,72.0,78.0,76.0,82.0,68.0,67.0,69.0,57.0,71.0,61.0,71.0,55.0,45.0,69.0,63.0,60.0,29.0,32.0,31.0,16.0,15.0,12.0,8.0,14.0,"ST, CF",66,66,66,68,68,68,68,68,67,67,67,67,63,63,63,67,55,53,53,53,55,53,46,46,46,53,Adam Taggart,182.88,152
2215,205947,287224,2015-09-21,66.0,76.0,right,medium,medium,66.0,68.0,64.0,67.0,53.0,72.0,49.0,42.0,58.0,68.0,74.0,78.0,71.0,60.0,53.0,59.0,64.0,56.0,54.0,63.0,49.0,22.0,66.0,53.0,70.0,40.0,22.0,24.0,9.0,15.0,14.0,7.0,8.0,"ST, RM",66,66,66,68,66,66,66,68,66,66,66,66,59,59,59,66,51,47,47,47,51,48,42,42,42,48,Adama Ba,177.8,150
2248,194952,164360,2016-04-21,67.0,69.0,right,medium,medium,53.0,35.0,69.0,56.0,45.0,44.0,37.0,38.0,48.0,52.0,48.0,53.0,33.0,61.0,32.0,54.0,56.0,66.0,89.0,40.0,80.0,63.0,30.0,41.0,54.0,65.0,67.0,61.0,8.0,12.0,9.0,6.0,7.0,CB,50,50,50,46,46,46,46,46,46,46,46,49,51,51,51,49,59,61,61,61,59,61,67,67,67,61,Adama Francois,193.04,176
2266,200353,357881,2016-02-11,68.0,74.0,right,medium,medium,59.0,31.0,70.0,61.0,35.0,47.0,31.0,36.0,49.0,50.0,47.0,58.0,43.0,58.0,55.0,48.0,63.0,73.0,89.0,34.0,63.0,66.0,24.0,26.0,40.0,68.0,70.0,66.0,6.0,10.0,8.0,16.0,14.0,RB,48,48,48,46,44,44,44,46,44,44,44,48,49,49,49,48,61,61,61,61,61,62,69,69,69,62,Adama Soumaoro,187.96,205
2282,193177,181211,2016-05-12,74.0,76.0,left,high,medium,75.0,52.0,57.0,71.0,59.0,66.0,65.0,34.0,64.0,69.0,84.0,86.0,76.0,71.0,82.0,64.0,84.0,80.0,75.0,62.0,69.0,72.0,65.0,61.0,53.0,71.0,74.0,73.0,11.0,15.0,6.0,11.0,12.0,LB,66,66,66,70,68,68,68,70,68,68,68,71,68,68,68,71,75,72,72,72,75,75,72,72,72,75,Adama Traore,170.18,161
2310,225151,533212,2015-12-24,68.0,82.0,left,medium,medium,52.0,52.0,49.0,71.0,43.0,74.0,49.0,41.0,68.0,74.0,73.0,72.0,63.0,69.0,66.0,57.0,61.0,60.0,64.0,57.0,68.0,62.0,62.0,69.0,53.0,63.0,62.0,59.0,8.0,11.0,9.0,9.0,13.0,"CM, CAM",62,62,62,67,67,67,67,67,68,68,68,67,68,68,68,67,64,66,66,66,64,63,63,63,63,63,Adama Traore,177.8,159
2327,179605,47394,2016-05-12,75.0,76.0,right,medium,low,75.0,67.0,36.0,74.0,77.0,86.0,80.0,73.0,62.0,83.0,73.0,67.0,78.0,73.0,78.0,79.0,45.0,48.0,68.0,75.0,59.0,39.0,72.0,73.0,74.0,29.0,32.0,25.0,4.0,6.0,4.0,4.0,6.0,"CAM, LM",72,72,72,79,77,77,77,79,79,79,79,78,73,73,73,78,59,57,57,57,59,54,46,46,46,54,Adel Taarabt,180.34,172
2377,190544,155738,2016-05-12,79.0,82.0,right,high,medium,73.0,77.0,47.0,77.0,74.0,83.0,75.0,76.0,70.0,85.0,82.0,79.0,82.0,72.0,76.0,76.0,68.0,68.0,64.0,81.0,44.0,32.0,76.0,80.0,76.0,23.0,35.0,35.0,6.0,14.0,7.0,6.0,12.0,"LW, RW",74,74,74,79,78,78,78,79,79,79,79,78,73,73,73,78,59,56,56,56,59,55,45,45,45,55,Adem Ljajic,182.88,163
2419,213374,361710,2016-04-14,80.0,81.0,right,medium,medium,34.0,34.0,84.0,63.0,46.0,55.0,51.0,61.0,47.0,72.0,48.0,65.0,47.0,68.0,30.0,84.0,57.0,63.0,87.0,73.0,82.0,80.0,27.0,34.0,60.0,82.0,86.0,78.0,10.0,13.0,13.0,8.0,12.0,CB,58,58,58,50,53,53,53,50,52,52,52,51,57,57,57,51,66,71,71,71,66,69,80,80,80,69,Aderlan Santos,193.04,183
2444,223844,568920,2016-03-17,67.0,71.0,right,high,medium,67.0,46.0,55.0,63.0,46.0,68.0,59.0,69.0,62.0,63.0,79.0,77.0,78.0,63.0,77.0,69.0,72.0,76.0,62.0,70.0,68.0,70.0,56.0,50.0,35.0,63.0,65.0,66.0,12.0,11.0,10.0,13.0,7.0,RB,61,61,61,64,62,62,62,64,62,62,62,64,62,62,62,64,67,64,64,64,67,67,64,64,64,67,Aderlan,177.8,157
2452,185171,45816,2016-03-03,66.0,66.0,left,medium,high,54.0,46.0,65.0,68.0,33.0,61.0,64.0,64.0,60.0,66.0,55.0,46.0,41.0,66.0,53.0,84.0,62.0,84.0,84.0,72.0,80.0,65.0,58.0,65.0,33.0,63.0,67.0,58.0,12.0,7.0,9.0,11.0,14.0,CM,62,62,62,59,62,62,62,59,62,62,62,61,66,66,66,61,64,67,67,67,64,63,67,67,67,63,Adil Auassar,187.96,187
2500,183280,77741,2015-10-16,79.0,79.0,right,medium,high,28.0,45.0,80.0,58.0,45.0,53.0,43.0,55.0,64.0,64.0,56.0,66.0,58.0,63.0,50.0,83.0,76.0,64.0,90.0,58.0,82.0,81.0,24.0,22.0,48.0,81.0,84.0,80.0,5.0,3.0,5.0,5.0,3.0,CB,58,58,58,50,52,52,52,50,50,50,50,51,56,56,56,51,65,70,70,70,65,69,79,79,79,69,Adil Rami,190.5,194
2549,212107,276701,2016-04-07,69.0,69.0,right,medium,medium,36.0,72.0,74.0,53.0,66.0,64.0,38.0,35.0,43.0,69.0,60.0,63.0,53.0,65.0,38.0,73.0,56.0,60.0,79.0,68.0,70.0,15.0,74.0,44.0,63.0,16.0,25.0,19.0,10.0,14.0,15.0,9.0,8.0,ST,68,68,68,60,63,63,63,60,59,59,59,58,53,53,53,58,42,42,42,42,42,40,42,42,42,40,Adis Jahovic,190.5,198
2559,183385,131409,2016-05-12,70.0,70.0,right,medium,high,62.0,63.0,64.0,74.0,64.0,68.0,36.0,56.0,72.0,72.0,69.0,72.0,65.0,65.0,67.0,84.0,74.0,76.0,84.0,75.0,81.0,64.0,59.0,68.0,57.0,60.0,67.0,66.0,13.0,14.0,14.0,12.0,6.0,"CM, CDM",67,67,67,67,68,68,68,67,67,67,67,67,67,67,67,67,66,68,68,68,66,66,68,68,68,66,Adlene Guedioura,177.8,179
2599,188770,132844,2016-04-14,77.0,80.0,right,high,medium,68.0,73.0,60.0,75.0,72.0,84.0,73.0,62.0,63.0,79.0,75.0,79.0,81.0,78.0,78.0,82.0,61.0,75.0,73.0,74.0,68.0,42.0,76.0,75.0,69.0,29.0,40.0,36.0,13.0,14.0,8.0,15.0,16.0,"CF, ST, LM",75,75,75,77,77,77,77,77,77,77,77,76,71,71,71,76,61,59,59,59,61,58,52,52,52,58,Admir Mehmedi,182.88,176
2652,208330,449241,2016-01-14,75.0,84.0,left,medium,low,72.0,66.0,23.0,75.0,67.0,84.0,70.0,65.0,73.0,81.0,85.0,77.0,84.0,69.0,65.0,58.0,61.0,55.0,56.0,67.0,31.0,21.0,68.0,76.0,60.0,20.0,22.0,22.0,15.0,10.0,11.0,12.0,7.0,"LM, RM",66,66,66,76,73,73,73,76,76,76,76,75,68,68,68,75,53,49,49,49,53,47,35,35,35,47,Adnan Januzaj,182.88,165
2693,203377,261599,2016-05-12,74.0,79.0,right,medium,medium,69.0,77.0,50.0,68.0,75.0,83.0,83.0,63.0,57.0,81.0,78.0,75.0,77.0,74.0,77.0,74.0,75.0,72.0,69.0,82.0,56.0,26.0,73.0,68.0,77.0,30.0,37.0,24.0,11.0,6.0,11.0,12.0,8.0,LM,74,74,74,76,76,76,76,76,75,75,75,74,68,68,68,74,57,53,53,53,57,53,46,46,46,53,Adnane Tighadouini,177.8,159
2715,189658,154950,2015-12-03,65.0,66.0,right,medium,medium,60.0,45.0,50.0,57.0,33.0,52.0,58.0,50.0,56.0,54.0,81.0,77.0,68.0,61.0,60.0,50.0,64.0,72.0,70.0,43.0,68.0,63.0,45.0,29.0,50.0,66.0,64.0,67.0,15.0,10.0,7.0,14.0,16.0,RB,53,53,53,55,52,52,52,55,51,51,51,56,53,53,53,56,64,61,61,61,64,65,63,63,63,65,Adrian Basta,180.34,172
2731,194769,182107,2016-04-28,62.0,65.0,right,medium,low,62.0,55.0,58.0,50.0,36.0,63.0,54.0,43.0,49.0,61.0,93.0,83.0,91.0,61.0,91.0,63.0,91.0,64.0,34.0,62.0,76.0,70.0,66.0,41.0,54.0,43.0,42.0,41.0,11.0,15.0,11.0,7.0,14.0,"RM, LM",61,61,61,64,61,61,61,64,59,59,59,62,55,55,55,62,59,53,53,53,59,58,52,52,52,58,Adrian Blad,165.1,137
2752,171732,102572,2016-04-14,70.0,70.0,right,medium,low,63.0,71.0,52.0,67.0,68.0,76.0,78.0,69.0,46.0,75.0,76.0,74.0,80.0,73.0,84.0,75.0,72.0,59.0,59.0,67.0,54.0,25.0,70.0,65.0,79.0,16.0,16.0,12.0,7.0,6.0,9.0,11.0,10.0,"ST, CF",70,70,70,72,72,72,72,72,70,70,70,69,61,61,61,69,49,45,45,45,49,45,38,38,38,45,Adrian Colunga,172.72,154
2785,206628,113604,2016-05-12,61.0,61.0,right,medium,high,50.0,28.0,45.0,64.0,27.0,59.0,59.0,38.0,59.0,66.0,60.0,51.0,63.0,65.0,66.0,48.0,54.0,74.0,67.0,45.0,59.0,65.0,58.0,56.0,41.0,61.0,63.0,55.0,12.0,15.0,7.0,13.0,9.0,CM,51,51,51,56,56,56,56,56,58,58,58,58,61,61,61,58,61,63,63,63,61,60,60,60,60,60,Adrian Daniel Calello,177.8,181
2808,219953,482331,2016-05-12,73.0,79.0,right,medium,medium,73.0,70.0,55.0,73.0,53.0,75.0,60.0,55.0,74.0,72.0,78.0,76.0,73.0,71.0,77.0,67.0,62.0,63.0,52.0,68.0,56.0,52.0,75.0,67.0,56.0,50.0,48.0,52.0,13.0,6.0,6.0,14.0,11.0,"LM, RM",67,67,67,73,71,71,71,73,72,72,72,72,66,66,66,72,55,51,51,51,55,50,41,41,41,50,Adrian Embarba,172.72,146
2821,178616,40501,2016-05-26,73.0,73.0,left,medium,medium,70.0,62.0,48.0,78.0,51.0,72.0,81.0,72.0,73.0,81.0,65.0,67.0,68.0,75.0,67.0,58.0,54.0,70.0,64.0,64.0,70.0,70.0,62.0,71.0,71.0,68.0,72.0,69.0,6.0,15.0,12.0,6.0,7.0,"CM, CAM, CDM",65,65,65,71,70,70,70,71,72,72,72,72,73,73,73,72,68,69,69,69,68,66,62,62,62,66,Adrian Gonzalez,182.88,168
2874,173818,45744,2016-05-12,77.0,77.0,right,low,low,61.0,74.0,68.0,75.0,74.0,83.0,76.0,57.0,56.0,84.0,83.0,78.0,77.0,77.0,64.0,75.0,74.0,66.0,68.0,69.0,58.0,32.0,82.0,72.0,67.0,21.0,19.0,16.0,13.0,14.0,12.0,6.0,15.0,"ST, RW",75,75,75,76,77,77,77,76,76,76,76,75,68,68,68,75,54,51,51,51,54,50,45,45,45,50,Adrian Lopez,182.88,161
2905,172953,23358,2015-09-21,71.0,71.0,right,medium,medium,57.0,27.0,76.0,63.0,21.0,59.0,33.0,22.0,61.0,65.0,75.0,71.0,68.0,73.0,76.0,47.0,80.0,75.0,77.0,34.0,58.0,65.0,53.0,58.0,44.0,76.0,76.0,79.0,6.0,15.0,8.0,13.0,10.0,"RB, CB",56,56,56,58,57,57,57,58,59,59,59,61,62,62,62,61,69,68,68,68,69,71,72,72,72,71,Adrian Mariappa,177.8,179
2932,224921,571685,2016-05-12,72.0,82.0,left,medium,medium,75.0,40.0,54.0,71.0,48.0,69.0,62.0,35.0,59.0,72.0,74.0,76.0,70.0,69.0,64.0,60.0,66.0,69.0,63.0,42.0,67.0,77.0,51.0,52.0,32.0,71.0,72.0,76.0,9.0,14.0,14.0,8.0,8.0,LB,56,56,56,61,58,58,58,61,59,59,59,62,60,60,60,62,65,63,63,63,65,64,62,62,62,64,Adrian Marin,180.34,161
2964,187850,112976,2016-04-21,66.0,66.0,right,medium,medium,64.0,58.0,59.0,65.0,55.0,71.0,61.0,59.0,54.0,72.0,80.0,78.0,76.0,63.0,71.0,60.0,64.0,60.0,64.0,60.0,52.0,26.0,63.0,57.0,66.0,26.0,34.0,31.0,6.0,8.0,7.0,9.0,15.0,"LM, RM",64,64,64,68,66,66,66,68,66,66,66,67,60,60,60,67,53,49,49,49,53,50,45,45,45,50,Adrian Nikci,182.88,168
